Land,Landkreis,Gemeinde-schlüssel,Gemeinde,Schneelastzone,Fußnote(n),DC,ZIP,comments,,
RP,Neuwied,07138065,Roßbach,1,,07138,,covered by DC rule,,
RP,Neuwied,07138066,Rüscheid,1,,07138,,covered by DC rule,,
RP,Neuwied,07138068,Sankt Katharinen (Lkr. Neuwied),1,,07138,,covered by DC rule,,
RP,Neuwied,07138069,Stebach,2,,07138,56276,covered by DC rule,,
RP,Neuwied,07138070,Steimel,2,,07138,57614,covered by DC rule,,
RP,Neuwied,07138071,Straßenhaus,1,,07138,,covered by DC rule,,
RP,Neuwied,07138072,Thalhausen,1,,07138,,covered by DC rule,,
RP,Neuwied,07138073,Unkel,1,,07138,,covered by DC rule,,
RP,Neuwied,07138074,Urbach,2,,07138,56317,covered by DC rule,,
RP,Neuwied,07138075,Vettelschoß,1,,07138,,covered by DC rule,,
RP,Neuwied,07138076,Waldbreitbach,1,,07138,,covered by DC rule,,
RP,Neuwied,07138077,Windhagen,1,,07138,,covered by DC rule,,
RP,Neuwied,07138078,Woldert,2,,07138,57614,covered by DC rule,,
RP,Neuwied,07138080,Buchholz (Westerwald),2,,07138,53567,covered by DC rule,,
RP,Neuwied,07138201,Marienhausen,2,,07138,56269,covered by DC rule,,
RP,Neuwied,07138501,Kasbach-Ohlenberg,1,,07138,,covered by DC rule,,
RP,Rhein-Hunsrück-Kreis,alle,"alle außer 
55430 Urbar= SLZ 1",2,,07140,,55430 is ambiguous,,
RP,Rhein-Lahn-Kreis,07141001,Allendorf,2,,07141,56370,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141002,Altendiez,2,,07141,56370,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141003,Attenhausen,2,,07141,56370,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141004,Auel,1,,07141,,default zone is 1,,
RP,Rhein-Lahn-Kreis,07141005,Aull,2,,07141,65582,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141006,Bad Ems,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141008,Becheln,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141009,Berg,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141010,Berghausen,2,,07141,56368,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141011,Berndroth,2,,07141,56370,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141012,Bettendorf,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141013,Biebrich,2,,07141,56370,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141014,Birlenbach,2,,07141,65626,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141015,Bogel,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141016,Bornich,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141018,Bremberg,2,,07141,56370,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141019,Buch,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141020,Burgschwalbach,2,,07141,65558,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141021,Charlottenberg,2,,07141,56379,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141022,Cramberg,2,,07141,65558,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141023,Dachsenhausen,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141024,Dahlheim,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141025,Dausenau,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141026,Dessighofen,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141027,Dienethal,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141029,Diez,2,,07141,65582,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141030,Dörnberg,2,,07141,56377-56379,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141031,Dörscheid,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141032,Dörsdorf,2,,07141,56370,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141033,Dornholzhausen,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141034,Ebertshausen,2,,07141,56370,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141035,Ehr,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141036,Eisighofen,2,,07141,56370,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141037,Endlichhofen,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141038,Eppenrod,2,,07141,65558,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141039,Ergeshausen,2,,07141,56368,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141040,Eschbach,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141041,Fachbach,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141042,Filsen,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141043,Flacht,2,,07141,65558,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141044,Frücht,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141045,Geilnau,2,,07141,56379,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141046,Geisig,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141047,Gemmerich,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141049,Gückingen,2,,07141,65558,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141050,Gutenacker,2,,07141,56370,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141051,Hahnstätten,2,,07141,65623,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141052,Hambach,2,,07141,65582,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141053,Heistenbach,2,,07141,65558,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141054,Herold,2,,07141,56368,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141055,Himmighofen,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141057,Hirschberg,2,,07141,65558,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141058,Hömberg,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141059,Holzappel,2,,07141,56379,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141060,Holzhausen an der Haide,2,,07141,56357,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141061,Holzheim,2,,07141,65558,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141062,Horhausen,2,,07141,56379,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141063,Hunzel,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141064,Isselbach,2,,07141,65558,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141065,Kaltenholzhausen,2,,07141,65558,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141066,Kamp-Bornhofen,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141067,Kasdorf,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141068,Katzenelnbogen,2,,07141,56368,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141069,Kaub,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141070,Kehlbach,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141071,Kemmenau,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141072,Kestert,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141073,Klingelbach,2,,07141,56368,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141074,Kördorf,2,,07141,56370,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141075,Lahnstein,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141076,Langenscheid,2,,07141,65558,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141077,Laurenburg,2,,07141,56379,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141078,Lautert,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141079,Lierschied,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141080,Lipporn,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141081,Lohrheim,2,,07141,65558,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141082,Lollschied,2,,07141,56357,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141083,Lykershausen,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141084,Marienfels,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141085,Miehlen,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141086,Miellen,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141087,Misselberg,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141088,Mittelfischbach,2,,07141,56370,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141089,Mudershausen,2,,07141,65623,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141091,Nassau,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141092,Nastätten,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141093,Netzbach,2,,07141,65623,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141094,Niederbachheim,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141095,Niederneisen,2,,07141,65629,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141096,Niedertiefenbach,2,,07141,56368,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141097,Niederwallmenach,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141098,Nievern,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141099,Nochern,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141100,Oberbachheim,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141101,Oberfischbach,2,,07141,56370,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141102,Oberneisen,2,,07141,65558,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141103,Obernhof,2,,07141,56379,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141104,Obertiefenbach,2,,07141,56357,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141105,Oberwallmenach,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141106,Oberwies,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141107,Oelsberg,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141108,Osterspai,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141109,Patersberg,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141110,Hainau,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141111,Pohl,1,1 (Exklave in SLZ 2),07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141112,Prath,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141113,Reckenroth,2,,07141,56370,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141114,Reichenberg,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141115,Reitzenhain,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141116,Rettershain,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141117,Rettert,2,,07141,56370,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141118,Roth,2,,07141,56368,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141120,Ruppertshofen,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141121,Sankt Goarshausen,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141122,Sauerthal,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141124,Scheidt,2,,07141,56379,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141125,Schiesheim,2,,07141,65623,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141126,Schönborn,2,,07141,56370,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141127,Schweighausen,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141128,Seelbach,2,,07141,56377,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141129,Singhofen,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141130,Steinsberg,2,,07141,56379,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141131,Strüth,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141132,Sulzbach,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141133,Wasenbach,2,,07141,56370,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141134,Weidenbach,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141135,Weinähr,2,,07141,56379,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141136,Weisel,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141137,Welterod,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141138,Weyer,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141139,Winden,2,,07141,56379,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141140,Winterwerb,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141141,Zimmerschied,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141201,Arzbach,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141501,Braubach,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141502,Diethardt,1,,07141,,covered by DC rule,,
RP,Rhein-Lahn-Kreis,07141503,Balduinstein,2,,07141,65558,covered by DC rule,,
RP,Westerwaldkreis,07143001,Alsbach,2,,07143,,default zone is 2,,
RP,Westerwaldkreis,07143003,Bannberscheid,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143005,Boden,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143006,Breitenau,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143007,Caan,1,,07143,56237,covered by DC rule,,
RP,Westerwaldkreis,07143008,Daubach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143009,Deesen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143010,Dernbach (Westerwald),2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143011,Dreikirchen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143012,Ebernhahn,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143013,Eitelborn,1,,07143,56337,covered by DC rule,,
RP,Westerwaldkreis,07143015,Ellenhausen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143018,Freilingen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143019,Freirachdorf,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143020,Gackenbach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143021,Girod,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143022,Goddert,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143023,Görgeshausen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143024,Großholbach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143025,Hartenfels,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143026,Heilberscheid,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143027,Heiligenroth,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143028,Helferskirchen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143029,Herschbach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143030,Hilgert,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143031,Hillscheid,1,,07143,56204,covered by DC rule,,
RP,Westerwaldkreis,07143032,Höhr-Grenzhausen,1,,07143,56203,covered by DC rule,,
RP,Westerwaldkreis,07143033,Holler,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143034,Horbach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143036,Hübingen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143037,Hundsangen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143038,Hundsdorf,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143039,Kadenbach,1,,07143,56337,covered by DC rule,,
RP,Westerwaldkreis,07143040,Kammerforst,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143041,Krümmel,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143042,Leuterod,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143044,Marienrachdorf,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143045,Maroth,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143046,Maxsain,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143047,Mogendorf,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143048,Montabaur,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143049,Moschheim,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143050,Nauort,1,,07143,56237,covered by DC rule,,
RP,Westerwaldkreis,07143051,Nentershausen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143052,Neuhäusel,1,,07143,56335,covered by DC rule,,
RP,Westerwaldkreis,07143053,Niederelbert,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143054,Niedererbach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143055,Nomborn,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143056,Nordhofen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143057,Oberelbert,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143058,Obererbach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143059,Oberhaid,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143060,Ötzingen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143061,Quirnbach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143062,Ransbach-Baumbach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143064,Rückeroth,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143065,Ruppach-Goldhausen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143066,Schenkelberg,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143067,Selters (Westerwald),2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143068,Sessenbach,1,,07143,56237,covered by DC rule,,
RP,Westerwaldkreis,07143069,Sessenhausen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143070,Siershahn,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143071,Simmern,1,,07143,56337,covered by DC rule,,
RP,Westerwaldkreis,07143072,Stahlhofen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143073,Staudt,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143074,Steinefrenz,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143075,Steinen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143077,Untershausen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143078,Vielbach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143079,Welschneudorf,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143080,Weroth,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143081,Wirges,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143082,Wirscheid,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143084,Wittgert,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143085,Wölferlingen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143200,Ailertchen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143202,Alpenrod,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143203,Arnshöfen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143204,Astert,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143205,Atzelgift,2a,,07143,57629,covered by DC rule,,
RP,Westerwaldkreis,07143206,Bad Marienberg (Westerwald),2a,,07143,56470,covered by DC rule,,
RP,Westerwaldkreis,07143207,Bellingen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143208,Berod bei Wallmerod,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143209,Berzhahn,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143210,Bilkheim,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143211,Bölsberg,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143212,Borod,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143213,Brandscheid,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143214,Bretthausen,2a,,07143,56479,covered by DC rule,,
RP,Westerwaldkreis,07143215,Dreifelden,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143216,Dreisbach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143218,Elsoff(Westerwald),2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143219,Enspel,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143220,Ettinghausen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143221,Ewighausen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143222,Fehl-Ritzhausen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143223,Gehlert,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143224,Gemünden,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143225,Giesenhausen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143226,Girkenroth,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143227,Großseifen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143228,Guckheim,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143229,Hachenburg,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143230,Härtlingen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143231,Hahn bei Marienberg,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143232,Hahn am See,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143233,Halbs,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143234,Hardt,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143235,Hattert,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143236,Heimborn,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143237,Hellenhahn-Schellenberg,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143238,Hergenroth,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143239,Herschbach (Oberwesterwald),2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143240,Heuzert,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143241,Höchstenbach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143242,Höhn,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143243,Hof,2a,,07143,56472,covered by DC rule,,
RP,Westerwaldkreis,07143244,Homberg,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143245,Hüblingen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143246,Irmtraut,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143247,Kaden,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143248,Kirburg,2a,,07143,57629,covered by DC rule,,
RP,Westerwaldkreis,07143249,Kölbingen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143250,Kroppach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143251,Kuhnhöfen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143252,Kundert,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143253,Langenbach bei Kirburg,2a,,07143,57520,covered by DC rule,,
RP,Westerwaldkreis,07143254,Langenhahn,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143255,Lautzenbrücken,2a,,07143,56472,covered by DC rule,,
RP,Westerwaldkreis,07143256,Liebenscheid,2a,,07143,56479,covered by DC rule,,
RP,Westerwaldkreis,07143257,Limbach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143258,Linden,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143259,Lochum,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143260,Luckenbach,2a,,07143,57629,covered by DC rule,,
RP,Westerwaldkreis,07143261,Marzhausen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143262,Merkelbach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143263,Meudt,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143264,Mörlen,2a,,07143,57583,covered by DC rule,,
RP,Westerwaldkreis,07143265,Mörsbach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143266,Molsberg,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143267,Mudenbach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143268,Mündersbach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143269,Müschenbach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143270,Neunkhausen,2a,,07143,57520,covered by DC rule,,
RP,Westerwaldkreis,07143271,Neunkirchen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143272,Neustadt/Westerwald,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143273,Niederahr,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143274,Niederroßbach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143275,Niedersayn,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143276,Nister,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143277,Nisterau,2a,,07143,56472,covered by DC rule,,
RP,Westerwaldkreis,07143278,Nister-Möhrendorf,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143279,Nistertal,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143280,Norken,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143281,Oberahr,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143282,Oberrod,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143283,Oberroßbach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143284,Pottum,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143285,Rehe,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143286,Rennerod,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143287,Roßbach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143288,Rotenhain,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143289,Rothenbach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143290,Salz,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143291,Salzburg,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143292,Seck,2,,07143,,covered by DC rule,,
