Land,Landkreis,Gemeinde-schlüssel,Gemeinde,Schneelastzone,Fußnote(n),DC,ZIP,comments
RP,Rhein-Lahn-Kreis,07141102,Oberneisen,2,,,,
RP,Rhein-Lahn-Kreis,07141103,Obernhof,2,,,,
RP,Rhein-Lahn-Kreis,07141104,Obertiefenbach,2,,,,
RP,Rhein-Lahn-Kreis,07141105,Oberwallmenach,1,,,,
RP,Rhein-Lahn-Kreis,07141106,Oberwies,1,,,,
RP,Rhein-Lahn-Kreis,07141107,Oelsberg,1,,,,
RP,Rhein-Lahn-Kreis,07141108,Osterspai,1,,,,
RP,Rhein-Lahn-Kreis,07141109,Patersberg,1,,,,
RP,Rhein-Lahn-Kreis,07141110,Hainau,1,,,,
RP,Rhein-Lahn-Kreis,07141111,Pohl,1,1 (Exklave in SLZ 2),,,
RP,Rhein-Lahn-Kreis,07141112,Prath,1,,,,
RP,Rhein-Lahn-Kreis,07141113,Reckenroth,2,,,,
RP,Rhein-Lahn-Kreis,07141114,Reichenberg,1,,,,
RP,Rhein-Lahn-Kreis,07141115,Reitzenhain,1,,,,
RP,Rhein-Lahn-Kreis,07141116,Rettershain,1,,,,
RP,Rhein-Lahn-Kreis,07141117,Rettert,2,,,,
RP,Rhein-Lahn-Kreis,07141118,Roth,2,,,,
RP,Rhein-Lahn-Kreis,07141120,Ruppertshofen,1,,,,
RP,Rhein-Lahn-Kreis,07141121,Sankt Goarshausen,1,,,,
RP,Rhein-Lahn-Kreis,07141122,Sauerthal,1,,,,
RP,Rhein-Lahn-Kreis,07141124,Scheidt,2,,,,
RP,Rhein-Lahn-Kreis,07141125,Schiesheim,2,,,,
RP,Rhein-Lahn-Kreis,07141126,Schönborn,2,,,,
RP,Rhein-Lahn-Kreis,07141127,Schweighausen,1,,,,
RP,Rhein-Lahn-Kreis,07141128,Seelbach,2,,,,
RP,Rhein-Lahn-Kreis,07141129,Singhofen,1,,,,
RP,Rhein-Lahn-Kreis,07141130,Steinsberg,2,,,,
RP,Rhein-Lahn-Kreis,07141131,Strüth,1,,,,
RP,Rhein-Lahn-Kreis,07141132,Sulzbach,1,,,,
RP,Rhein-Lahn-Kreis,07141133,Wasenbach,2,,,,
RP,Rhein-Lahn-Kreis,07141134,Weidenbach,1,,,,
RP,Rhein-Lahn-Kreis,07141135,Weinähr,2,,,,
RP,Rhein-Lahn-Kreis,07141136,Weisel,1,,,,
RP,Rhein-Lahn-Kreis,07141137,Welterod,1,,,,
RP,Rhein-Lahn-Kreis,07141138,Weyer,1,,,,
RP,Rhein-Lahn-Kreis,07141139,Winden,2,,,,
RP,Rhein-Lahn-Kreis,07141140,Winterwerb,1,,,,
RP,Rhein-Lahn-Kreis,07141141,Zimmerschied,1,,,,
RP,Rhein-Lahn-Kreis,07141201,Arzbach,1,,,,
RP,Rhein-Lahn-Kreis,07141501,Braubach,1,,,,
RP,Rhein-Lahn-Kreis,07141502,Diethardt,1,,,,
RP,Rhein-Lahn-Kreis,07141503,Balduinstein,2,,,,
RP,Westerwaldkreis,07143001,Alsbach,2,,,,
RP,Westerwaldkreis,07143003,Bannberscheid,2,,,,
RP,Westerwaldkreis,07143005,Boden,2,,,,
RP,Westerwaldkreis,07143006,Breitenau,2,,,,
RP,Westerwaldkreis,07143007,Caan,1,,,,
RP,Westerwaldkreis,07143008,Daubach,2,,,,
RP,Westerwaldkreis,07143009,Deesen,2,,,,
RP,Westerwaldkreis,07143010,Dernbach (Westerwald),2,,,,
RP,Westerwaldkreis,07143011,Dreikirchen,2,,,,
RP,Westerwaldkreis,07143012,Ebernhahn,2,,,,
RP,Westerwaldkreis,07143013,Eitelborn,1,,,,
RP,Westerwaldkreis,07143015,Ellenhausen,2,,,,
RP,Westerwaldkreis,07143018,Freilingen,2,,,,
RP,Westerwaldkreis,07143019,Freirachdorf,2,,,,
RP,Westerwaldkreis,07143020,Gackenbach,2,,,,
RP,Westerwaldkreis,07143021,Girod,2,,,,
RP,Westerwaldkreis,07143022,Goddert,2,,,,
RP,Westerwaldkreis,07143023,Görgeshausen,2,,,,
RP,Westerwaldkreis,07143024,Großholbach,2,,,,
RP,Westerwaldkreis,07143025,Hartenfels,2,,,,
RP,Westerwaldkreis,07143026,Heilberscheid,2,,,,
RP,Westerwaldkreis,07143027,Heiligenroth,2,,,,
RP,Westerwaldkreis,07143028,Helferskirchen,2,,,,
RP,Westerwaldkreis,07143029,Herschbach,2,,,,
RP,Westerwaldkreis,07143030,Hilgert,2,,,,
RP,Westerwaldkreis,07143031,Hillscheid,1,,,,
RP,Westerwaldkreis,07143032,Höhr-Grenzhausen,1,,,,
RP,Westerwaldkreis,07143033,Holler,2,,,,
RP,Westerwaldkreis,07143034,Horbach,2,,,,
RP,Westerwaldkreis,07143036,Hübingen,2,,,,
RP,Westerwaldkreis,07143037,Hundsangen,2,,,,
RP,Westerwaldkreis,07143038,Hundsdorf,2,,,,
RP,Westerwaldkreis,07143039,Kadenbach,1,,,,
RP,Westerwaldkreis,07143040,Kammerforst,2,,,,
RP,Westerwaldkreis,07143041,Krümmel,2,,,,
RP,Westerwaldkreis,07143042,Leuterod,2,,,,
RP,Westerwaldkreis,07143044,Marienrachdorf,2,,,,
RP,Westerwaldkreis,07143045,Maroth,2,,,,
RP,Westerwaldkreis,07143046,Maxsain,2,,,,
RP,Westerwaldkreis,07143047,Mogendorf,2,,,,
RP,Westerwaldkreis,07143048,Montabaur,2,,,,
RP,Westerwaldkreis,07143049,Moschheim,2,,,,
RP,Westerwaldkreis,07143050,Nauort,1,,,,
RP,Westerwaldkreis,07143051,Nentershausen,2,,,,
RP,Westerwaldkreis,07143052,Neuhäusel,1,,,,
RP,Westerwaldkreis,07143053,Niederelbert,2,,,,
RP,Westerwaldkreis,07143054,Niedererbach,2,,,,
RP,Westerwaldkreis,07143055,Nomborn,2,,,,
RP,Westerwaldkreis,07143056,Nordhofen,2,,,,
RP,Westerwaldkreis,07143057,Oberelbert,2,,,,
RP,Westerwaldkreis,07143058,Obererbach,2,,,,
RP,Westerwaldkreis,07143059,Oberhaid,2,,,,
RP,Westerwaldkreis,07143060,Ötzingen,2,,,,
RP,Westerwaldkreis,07143061,Quirnbach,2,,,,
RP,Westerwaldkreis,07143062,Ransbach-Baumbach,2,,,,
RP,Westerwaldkreis,07143064,Rückeroth,2,,,,
RP,Westerwaldkreis,07143065,Ruppach-Goldhausen,2,,,,
RP,Westerwaldkreis,07143066,Schenkelberg,2,,,,
RP,Westerwaldkreis,07143067,Selters (Westerwald),2,,,,
RP,Westerwaldkreis,07143068,Sessenbach,1,,,,
RP,Westerwaldkreis,07143069,Sessenhausen,2,,,,
RP,Westerwaldkreis,07143070,Siershahn,2,,,,
RP,Westerwaldkreis,07143071,Simmern,1,,,,
RP,Westerwaldkreis,07143072,Stahlhofen,2,,,,
RP,Westerwaldkreis,07143073,Staudt,2,,,,
RP,Westerwaldkreis,07143074,Steinefrenz,2,,,,
RP,Westerwaldkreis,07143075,Steinen,2,,,,
RP,Westerwaldkreis,07143077,Untershausen,2,,,,
RP,Westerwaldkreis,07143078,Vielbach,2,,,,
RP,Westerwaldkreis,07143079,Welschneudorf,2,,,,
RP,Westerwaldkreis,07143080,Weroth,2,,,,
RP,Westerwaldkreis,07143081,Wirges,2,,,,
RP,Westerwaldkreis,07143082,Wirscheid,2,,,,
RP,Westerwaldkreis,07143084,Wittgert,2,,,,
RP,Westerwaldkreis,07143085,Wölferlingen,2,,,,
RP,Westerwaldkreis,07143200,Ailertchen,2,,,,
RP,Westerwaldkreis,07143202,Alpenrod,2,,,,
RP,Westerwaldkreis,07143203,Arnshöfen,2,,,,
RP,Westerwaldkreis,07143204,Astert,2,,,,
RP,Westerwaldkreis,07143205,Atzelgift,2a,,,,
RP,Westerwaldkreis,07143206,Bad Marienberg (Westerwald),2a,,,,
RP,Westerwaldkreis,07143207,Bellingen,2,,,,
RP,Westerwaldkreis,07143208,Berod bei Wallmerod,2,,,,
RP,Westerwaldkreis,07143209,Berzhahn,2,,,,
RP,Westerwaldkreis,07143210,Bilkheim,2,,,,
RP,Westerwaldkreis,07143211,Bölsberg,2,,,,
RP,Westerwaldkreis,07143212,Borod,2,,,,
RP,Westerwaldkreis,07143213,Brandscheid,2,,,,
RP,Westerwaldkreis,07143214,Bretthausen,2a,,,,
RP,Westerwaldkreis,07143215,Dreifelden,2,,,,
RP,Westerwaldkreis,07143216,Dreisbach,2,,,,
RP,Westerwaldkreis,07143218,Elsoff(Westerwald),2,,,,
RP,Westerwaldkreis,07143219,Enspel,2,,,,
RP,Westerwaldkreis,07143220,Ettinghausen,2,,,,
RP,Westerwaldkreis,07143221,Ewighausen,2,,,,
RP,Westerwaldkreis,07143222,Fehl-Ritzhausen,2,,,,
RP,Westerwaldkreis,07143223,Gehlert,2,,,,
RP,Westerwaldkreis,07143224,Gemünden,2,,,,
RP,Westerwaldkreis,07143225,Giesenhausen,2,,,,
RP,Westerwaldkreis,07143226,Girkenroth,2,,,,
RP,Westerwaldkreis,07143227,Großseifen,2,,,,
RP,Westerwaldkreis,07143228,Guckheim,2,,,,
RP,Westerwaldkreis,07143229,Hachenburg,2,,,,
RP,Westerwaldkreis,07143230,Härtlingen,2,,,,
RP,Westerwaldkreis,07143231,Hahn bei Marienberg,2,,,,
RP,Westerwaldkreis,07143232,Hahn am See,2,,,,
RP,Westerwaldkreis,07143233,Halbs,2,,,,
RP,Westerwaldkreis,07143234,Hardt,2,,,,
RP,Westerwaldkreis,07143235,Hattert,2,,,,
RP,Westerwaldkreis,07143236,Heimborn,2,,,,
RP,Westerwaldkreis,07143237,Hellenhahn-Schellenberg,2,,,,
RP,Westerwaldkreis,07143238,Hergenroth,2,,,,
RP,Westerwaldkreis,07143239,Herschbach (Oberwesterwald),2,,,,
RP,Westerwaldkreis,07143240,Heuzert,2,,,,
RP,Westerwaldkreis,07143241,Höchstenbach,2,,,,
RP,Westerwaldkreis,07143242,Höhn,2,,,,
RP,Westerwaldkreis,07143243,Hof,2a,,,,
RP,Westerwaldkreis,07143244,Homberg,2,,,,
RP,Westerwaldkreis,07143245,Hüblingen,2,,,,
RP,Westerwaldkreis,07143246,Irmtraut,2,,,,
RP,Westerwaldkreis,07143247,Kaden,2,,,,
RP,Westerwaldkreis,07143248,Kirburg,2a,,,,
RP,Westerwaldkreis,07143249,Kölbingen,2,,,,
RP,Westerwaldkreis,07143250,Kroppach,2,,,,
RP,Westerwaldkreis,07143251,Kuhnhöfen,2,,,,
RP,Westerwaldkreis,07143252,Kundert,2,,,,
RP,Westerwaldkreis,07143253,Langenbach bei Kirburg,2a,,,,
RP,Westerwaldkreis,07143254,Langenhahn,2,,,,
RP,Westerwaldkreis,07143255,Lautzenbrücken,2a,,,,
RP,Westerwaldkreis,07143256,Liebenscheid,2a,,,,
RP,Westerwaldkreis,07143257,Limbach,2,,,,
RP,Westerwaldkreis,07143258,Linden,2,,,,
RP,Westerwaldkreis,07143259,Lochum,2,,,,
RP,Westerwaldkreis,07143260,Luckenbach,2a,,,,
RP,Westerwaldkreis,07143261,Marzhausen,2,,,,
RP,Westerwaldkreis,07143262,Merkelbach,2,,,,
RP,Westerwaldkreis,07143263,Meudt,2,,,,
RP,Westerwaldkreis,07143264,Mörlen,2a,,,,
RP,Westerwaldkreis,07143265,Mörsbach,2,,,,
RP,Westerwaldkreis,07143266,Molsberg,2,,,,
RP,Westerwaldkreis,07143267,Mudenbach,2,,,,
RP,Westerwaldkreis,07143268,Mündersbach,2,,,,
RP,Westerwaldkreis,07143269,Müschenbach,2,,,,
RP,Westerwaldkreis,07143270,Neunkhausen,2a,,,,
RP,Westerwaldkreis,07143271,Neunkirchen,2,,,,
RP,Westerwaldkreis,07143272,Neustadt/Westerwald,2,,,,
RP,Westerwaldkreis,07143273,Niederahr,2,,,,
RP,Westerwaldkreis,07143274,Niederroßbach,2,,,,
RP,Westerwaldkreis,07143275,Niedersayn,2,,,,
RP,Westerwaldkreis,07143276,Nister,2,,,,
RP,Westerwaldkreis,07143277,Nisterau,2a,,,,
RP,Westerwaldkreis,07143278,Nister-Möhrendorf,2,,,,
RP,Westerwaldkreis,07143279,Nistertal,2,,,,
RP,Westerwaldkreis,07143280,Norken,2,,,,
RP,Westerwaldkreis,07143281,Oberahr,2,,,,
RP,Westerwaldkreis,07143282,Oberrod,2,,,,
RP,Westerwaldkreis,07143283,Oberroßbach,2,,,,
RP,Westerwaldkreis,07143284,Pottum,2,,,,
RP,Westerwaldkreis,07143285,Rehe,2,,,,
RP,Westerwaldkreis,07143286,Rennerod,2,,,,
RP,Westerwaldkreis,07143287,Roßbach,2,,,,
RP,Westerwaldkreis,07143288,Rotenhain,2,,,,
RP,Westerwaldkreis,07143289,Rothenbach,2,,,,
RP,Westerwaldkreis,07143290,Salz,2,,,,
RP,Westerwaldkreis,07143291,Salzburg,2,,,,
RP,Westerwaldkreis,07143292,Seck,2,,,,
RP,Westerwaldkreis,07143293,Stahlhofen am Wiesensee,2,,,,
RP,Westerwaldkreis,07143294,Steinebach an der Wied,2,,,,
RP,Westerwaldkreis,07143295,Stein-Neukirch,2a,,,,
RP,Westerwaldkreis,07143296,Stein-Wingert,2,,,,
RP,Westerwaldkreis,07143297,Stockhausen-Illfurth,2,,,,
RP,Westerwaldkreis,07143298,Stockum-Püschen,2,,,,
RP,Westerwaldkreis,07143299,Streithausen,2,,,,
RP,Westerwaldkreis,07143300,Unnau,2,,,,
RP,Westerwaldkreis,07143301,Wahlrod,2,,,,
RP,Westerwaldkreis,07143302,Waigandshain,2,,,,
RP,Westerwaldkreis,07143303,Waldmühlen,2,,,,
RP,Westerwaldkreis,07143304,Wallmerod,2,,,,
RP,Westerwaldkreis,07143305,Weidenhahn,2,,,,
RP,Westerwaldkreis,07143306,Welkenbach,2,,,,
RP,Westerwaldkreis,07143307,Weltersburg,2,,,,
RP,Westerwaldkreis,07143308,Westerburg,2,,,,
RP,Westerwaldkreis,07143309,Westernohe,2,,,,
RP,Westerwaldkreis,07143310,Wied,2,,,,
RP,Westerwaldkreis,07143311,Willingen,2,,,,
RP,Westerwaldkreis,07143312,Willmenrod,2,,,,
RP,Westerwaldkreis,07143313,Winkelbach,2,,,,
RP,Westerwaldkreis,07143314,Winnen,2,,,,
RP,Westerwaldkreis,07143315,Zehnhausen bei Rennerod,2,,,,
RP,Westerwaldkreis,07143316,Zehnhausen bei Wallmerod,2,,,,
RP,Westerwaldkreis,07143501,Elbingen,2,,,,
RP,Westerwaldkreis,07143502,Mähren,2,,,,
RP,Trier,07211000,Trier,2,,,,
RP,Bernkastel-Wittlich,alle,alle,2,,,,
RP,Bitburg-Prüm,alle,alle,2,,,,
RP,Vulkaneifel,alle,alle,2,,,,
RP,Trier-Saarburg,alle,alle,2,,,,
RP,Frankenthal (Pfalz),07311000,Frankenthal (Pfalz),1,,,,
RP,Kaiserslautern,07312000,Kaiserslautern,2,,,,
RP,Landau in der Pfalz,07313000,Landau in der Pfalz,2,,,,
RP,Ludwigshafen am Rhein,07314000,Ludwigshafen am Rhein,1,,,,
RP,Mainz,07315000,Mainz,1,,,,
RP,Neustadt an der Weinstraße,07316000,Neustadt an der Weinstraße,2,,,,
RP,Pirmasens,07317000,Pirmasens,2,,,,
RP,Speyer,07318000,Speyer,1,,,,
RP,Worms,07319000,Worms,1,,,,
RP,Zweibrücken,07320000,Zweibrücken,2,,,,
RP,Alzey-Worms,07331001,Albig,1,,,,
RP,Alzey-Worms,07331002,Alsheim,1,,,,
RP,Alzey-Worms,07331003,Alzey,2,,,,
RP,Alzey-Worms,07331004,Armsheim,1,,,,
RP,Alzey-Worms,07331005,Bechenheim,2,,,,
RP,Alzey-Worms,07331006,Bechtheim,1,,,,
RP,Alzey-Worms,07331007,Bechtolsheim,1,,,,
RP,Alzey-Worms,07331008,Bermersheim vor der Höhe,1,,,,
RP,Alzey-Worms,07331009,Bermersheim,1,,,,
RP,Alzey-Worms,07331010,Biebelnheim,1,,,,
RP,Alzey-Worms,07331011,Hochborn,1,,,,
RP,Alzey-Worms,07331012,Bornheim,2,,,,
RP,Alzey-Worms,07331014,Dintesheim,2,,,,
RP,Alzey-Worms,07331015,Dittelsheim-Heßloch,1,,,,
RP,Alzey-Worms,07331017,Eckelsheim,2,,,,
RP,Alzey-Worms,07331018,Eich,1,,,,
RP,Alzey-Worms,07331019,Ensheim,1,,,,
RP,Alzey-Worms,07331020,Eppelsheim,1,,,,
RP,Alzey-Worms,07331021,Erbes-Büdesheim,2,,,,
RP,Alzey-Worms,07331022,Esselborn,2,,,,
RP,Alzey-Worms,07331023,Flörsheim-Dalsheim,1,,,,
RP,Alzey-Worms,07331024,Flomborn,2,,,,
RP,Alzey-Worms,07331025,Flonheim,2,,,,
RP,Alzey-Worms,07331026,Framersheim,1,,,,
RP,Alzey-Worms,07331027,Freimersheim,2,,,,
RP,Alzey-Worms,07331028,Frettenheim,1,,,,
RP,Alzey-Worms,07331029,Gabsheim,1,,,,
RP,Alzey-Worms,07331030,Gau-Bickelheim,2,,,,
RP,Alzey-Worms,07331031,Gau-Heppenheim,1,,,,
RP,Alzey-Worms,07331032,Gau-Odernheim,1,,,,
RP,Alzey-Worms,07331033,Gau-Weinheim,1,,,,
RP,Alzey-Worms,07331034,Gimbsheim,1,,,,
RP,Alzey-Worms,07331035,Gumbsheim,2,,,,
RP,Alzey-Worms,07331036,Gundersheim,1,,,,
RP,Alzey-Worms,07331037,Gundheim,1,,,,
RP,Alzey-Worms,07331038,Hamm,1,,,,
RP,Alzey-Worms,07331039,Hangen-Weisheim,1,,,,
RP,Alzey-Worms,07331041,Hohen-Sülzen,1,,,,
RP,Alzey-Worms,07331042,Kettenheim,2,,,,
RP,Alzey-Worms,07331043,Lonsheim,2,,,,
RP,Alzey-Worms,07331044,Mauchenheim,2,,,,
RP,Alzey-Worms,07331045,Mettenheim,1,,,,
RP,Alzey-Worms,07331046,Mölsheim,2,,,,
RP,Alzey-Worms,07331047,Mörstadt,1,,,,
RP,Alzey-Worms,07331048,Monsheim,1,,,,
RP,Alzey-Worms,07331049,Monzernheim,1,,,,
RP,Alzey-Worms,07331050,Nack,2,,,,
RP,Alzey-Worms,07331051,Nieder-Wiesen,2,,,,
RP,Alzey-Worms,07331052,Ober-Flörsheim,2,,,,
RP,Alzey-Worms,07331053,Offenheim,2,,,,
RP,Alzey-Worms,07331054,Offstein,1,,,,
RP,Alzey-Worms,07331055,Osthofen,1,,,,
RP,Alzey-Worms,07331056,Partenheim,1,,,,
RP,Alzey-Worms,07331058,Saulheim,1,,,,
RP,Alzey-Worms,07331059,Schornsheim,1,,,,
RP,Alzey-Worms,07331060,Siefersheim,2,,,,
RP,Alzey-Worms,07331061,Spiesheim,1,,,,
RP,Alzey-Worms,07331062,Stein-Bockenheim,2,,,,
RP,Alzey-Worms,07331063,Sulzheim,1,,,,
RP,Alzey-Worms,07331064,Udenheim,1,,,,
RP,Alzey-Worms,07331065,Vendersheim,1,,,,
RP,Alzey-Worms,07331066,Wachenheim,2,,,,
RP,Alzey-Worms,07331067,Wahlheim,2,,,,
RP,Alzey-Worms,07331068,Wallertheim,1,,,,
RP,Alzey-Worms,07331070,Wendelsheim,2,,,,
RP,Alzey-Worms,07331071,Westhofen,1,,,,
RP,Alzey-Worms,07331072,Wöllstein,2,,,,
RP,Alzey-Worms,07331073,Wörrstadt,1,,,,
RP,Alzey-Worms,07331075,Wonsheim,2,,,,
RP,Bad Dürkheim,07332001,Altleiningen,2,,,,
RP,Bad Dürkheim,07332002,Bad Dürkheim,2,,,,
RP,Bad Dürkheim,07332003,Battenberg (Pfalz),2,,,,
RP,Bad Dürkheim,07332004,Bissersheim,2,,,,
RP,Bad Dürkheim,07332005,Bobenheim am Berg,2,,,,
RP,Bad Dürkheim,07332006,Bockenheim an der Weinstraße,2,,,,
RP,Bad Dürkheim,07332007,Carlsberg,2,,,,
RP,Bad Dürkheim,07332008,Dackenheim,2,,,,
RP,Bad Dürkheim,07332009,Deidesheim,2,,,,
RP,Bad Dürkheim,07332010,Dirmstein,1,,,,
RP,Bad Dürkheim,07332012,Ebertsheim,2,,,,
RP,Bad Dürkheim,07332013,Ellerstadt,1,,,,
RP,Bad Dürkheim,07332014,Elmstein,2,,,,
RP,Bad Dürkheim,07332015,Erpolzheim,2,,,,
RP,Bad Dürkheim,07332016,Esthal,2,,,,
RP,Bad Dürkheim,07332017,Forst an der Weinstraße,2,,,,
RP,Bad Dürkheim,07332018,Frankeneck,2,,,,
RP,Bad Dürkheim,07332019,Freinsheim,2,,,,
RP,Bad Dürkheim,07332020,Friedelsheim,2,,,,
RP,Bad Dürkheim,07332021,Gerolsheim,1,,,,
RP,Bad Dürkheim,07332022,Gönnheim,1,,,,
RP,Bad Dürkheim,07332023,Großkarlbach,2,,,,
RP,Bad Dürkheim,07332024,Grünstadt,2,,,,
RP,Bad Dürkheim,07332025,Haßloch,1,,,,
RP,Bad Dürkheim,07332026,Herxheim am Berg,2,,,,
RP,Bad Dürkheim,07332027,Hettenleidelheim,2,,,,
RP,Bad Dürkheim,07332028,Kallstadt,2,,,,
RP,Bad Dürkheim,07332029,Kindenheim,2,,,,
RP,Bad Dürkheim,07332030,Kirchheim an der Weinstraße,2,,,,
RP,Bad Dürkheim,07332031,Kleinkarlbach,2,,,,
RP,Bad Dürkheim,07332032,Lambrecht (Pfalz),2,,,,
RP,Bad Dürkheim,07332033,Laumersheim,1,,,,
RP,Bad Dürkheim,07332034,Lindenberg,2,,,,
RP,Bad Dürkheim,07332035,Meckenheim,1,,,,
RP,Bad Dürkheim,07332036,Mertesheim,2,,,,
RP,Bad Dürkheim,07332037,Neidenfels,2,,,,
RP,Bad Dürkheim,07332038,Neuleiningen,2,,,,
RP,Bad Dürkheim,07332039,Niederkirchen bei Deidesheim,2,,,,
RP,Bad Dürkheim,07332040,Obersülzen,2,,,,
RP,Bad Dürkheim,07332041,Obrigheim (Pfalz),2,,,,
RP,Bad Dürkheim,07332042,Quirnheim,2,,,,
RP,Bad Dürkheim,07332043,Ruppertsberg,2,,,,
RP,Bad Dürkheim,07332044,Tiefenthal,2,,,,
RP,Bad Dürkheim,07332046,Wachenheim an der Weinstraße,2,,,,
RP,Bad Dürkheim,07332047,Wattenheim,2,,,,
RP,Bad Dürkheim,07332048,Weidenthal,2,,,,
RP,Bad Dürkheim,07332049,Weisenheim am Berg,2,,,,
RP,Bad Dürkheim,07332050,Weisenheim am Sand,1,2 (Exklaven in SLZ 2),,,
RP,Donnersbergkreis,alle,alle,2,,,,
RP,Germersheim,alle,alle,1,,,,
RP,Kaiserslautern,alle,alle,2,,,,
RP,Kusel,alle,alle,2,,,,
RP,Südliche Weinstraße,07337001,Albersweiler,2,,,,
RP,Südliche Weinstraße,07337002,Altdorf,1,3 (Exklaven in SLZ 2),,,
RP,Südliche Weinstraße,07337005,Bad Bergzabern,2,,,,
RP,Südliche Weinstraße,07337006,Barbelroth,1,,,,
RP,Südliche Weinstraße,07337007,Billigheim-Ingenheim,2,,,,
RP,Südliche Weinstraße,07337008,Birkenhördt,2,,,,
RP,Südliche Weinstraße,07337009,Birkweiler,2,,,,
RP,Südliche Weinstraße,07337011,Böbingen,1,4 (Exklaven in SLZ 2),,,
RP,Südliche Weinstraße,07337012,Böchingen,2,,,,
RP,Südliche Weinstraße,07337013,Böllenborn,2,,,,
RP,Südliche Weinstraße,07337014,Bornheim,1,,,,
RP,Südliche Weinstraße,07337015,Burrweiler,2,,,,
RP,Südliche Weinstraße,07337017,Dernbach,2,,,,
RP,Südliche Weinstraße,07337018,Dierbach,1,,,,
RP,Südliche Weinstraße,07337019,Dörrenbach,2,,,,
RP,Südliche Weinstraße,07337020,Edenkoben,2,,,,
RP,Südliche Weinstraße,07337021,Edesheim,2,,,,
RP,Südliche Weinstraße,07337022,Eschbach,2,,,,
RP,Südliche Weinstraße,07337023,Essingen,1,,,,
RP,Südliche Weinstraße,07337024,Eußerthal,2,,,,
RP,Südliche Weinstraße,07337025,Flemlingen,2,,,,
RP,Südliche Weinstraße,07337026,Frankweiler,2,,,,
RP,Südliche Weinstraße,07337027,Freimersheim (Pfalz),1,,,,
RP,Südliche Weinstraße,07337028,Gleisweiler,2,,,,
RP,Südliche Weinstraße,07337029,Gleiszellen-Gleishorbach,2,,,,
RP,Südliche Weinstraße,07337031,Göcklingen,2,,,,
RP,Südliche Weinstraße,07337032,Gommersheim,1,5 Exklaven in SLZ 2),,,
RP,Südliche Weinstraße,07337033,Gossersweiler-Stein,2,,,,
RP,Südliche Weinstraße,07337035,Großfischlingen,2,,,,
RP,Südliche Weinstraße,07337036,Hainfeld,2,,,,
RP,Südliche Weinstraße,07337037,Hergersweiler,1,,,,
RP,Südliche Weinstraße,07337038,Herxheim bei Landau/Pfalz,1,,,,
RP,Südliche Weinstraße,07337039,Herxheimweyher,1,,,,
RP,Südliche Weinstraße,07337040,Heuchelheim-Klingen,2,,,,
RP,Südliche Weinstraße,07337041,Hochstadt (Pfalz),1,,,,
RP,Südliche Weinstraße,07337042,Ilbesheim bei Landau in der Pfalz,2,,,,
RP,Südliche Weinstraße,07337043,Impflingen,2,,,,
RP,Südliche Weinstraße,07337044,Insheim,1,,,,
RP,Südliche Weinstraße,07337045,Kapellen-Drusweiler,2,,,,
RP,Südliche Weinstraße,07337046,Kapsweyer,1,,,,
RP,Südliche Weinstraße,07337047,Kirrweiler (Pfalz),2,,,,
RP,Südliche Weinstraße,07337048,Kleinfischlingen,1,,,,
RP,Südliche Weinstraße,07337049,Klingenmünster,2,,,,
RP,Südliche Weinstraße,07337050,Knöringen,2,,,,
RP,Südliche Weinstraße,07337051,Leinsweiler,2,,,,
RP,Südliche Weinstraße,07337052,Maikammer,2,,,,
RP,Südliche Weinstraße,07337054,Münchweiler am Klingbach,2,,,,
RP,Südliche Weinstraße,07337055,Niederhorbach,2,,,,
RP,Südliche Weinstraße,07337056,Niederotterbach,2,,,,
RP,Südliche Weinstraße,07337058,Oberhausen,2,,,,
RP,Südliche Weinstraße,07337059,Oberotterbach,2,,,,
RP,Südliche Weinstraße,07337060,Oberschlettenbach,2,,,,
RP,Südliche Weinstraße,07337061,Offenbach an der Queich,1,,,,
RP,Südliche Weinstraße,07337062,Pleisweiler-Oberhofen,2,,,,
RP,Südliche Weinstraße,07337064,Ramberg,2,,,,
RP,Südliche Weinstraße,07337065,Ranschbach,2,,,,
RP,Südliche Weinstraße,07337066,Rhodt unter Rietburg,2,,,,
RP,Südliche Weinstraße,07337067,Rinnthal,2,,,,
RP,Südliche Weinstraße,07337068,Rohrbach,1,,,,
RP,Südliche Weinstraße,07337069,Roschbach,2,,,,
RP,Südliche Weinstraße,07337070,Sankt Martin,2,,,,
RP,Südliche Weinstraße,07337071,Schweigen-Rechtenbach,2,,,,
RP,Südliche Weinstraße,07337072,Schweighofen,2,,,,
RP,Südliche Weinstraße,07337073,Siebeldingen,2,,,,
RP,Südliche Weinstraße,07337074,Silz,2,,,,
RP,Südliche Weinstraße,07337076,Steinfeld,1,,,,
RP,Südliche Weinstraße,07337077,Venningen,2,,,,
RP,Südliche Weinstraße,07337078,Völkersweiler,2,,,,
RP,Südliche Weinstraße,07337079,Vorderweidenthal,2,,,,
RP,Südliche Weinstraße,07337080,Waldhambach,2,,,,
RP,Südliche Weinstraße,07337081,Waldrohrbach,2,,,,
RP,Südliche Weinstraße,07337082,Walsheim,2,,,,
RP,Südliche Weinstraße,07337083,Wernersberg,2,,,,
RP,Südliche Weinstraße,07337084,Weyher in der Pfalz,2,,,,
RP,Südliche Weinstraße,07337501,Annweiler am Trifels,2,,,,
RP,Rhein-Pfalz,alle,alle,1,,,,
RP,Mainz-Bingen,07339001,Appenheim,1,,,,
RP,Mainz-Bingen,07339002,Aspisheim,1,,,,
